redemption_id,c_id,pcode_id,cust_id,redeemed
55521,30,425,455,0
55523,30,260,1418,0
55524,26,299,1469,0
55525,8,674,957,0
55526,8,882,578,0
55527,29,621,1573,0
55529,30,1074,816,0
55535,26,375,984,0
55536,7,392,481,0
55539,8,772,1047,0
55541,30,470,283,0
55542,26,985,1521,0
55544,30,414,675,0
55552,2,1107,233,0
55555,8,627,976,0
55557,8,682,852,0
55558,26,764,310,0
55559,8,11,901,0
55561,30,818,974,0
55563,2,583,564,0
55565,8,74,873,0
55566,8,812,333,0
55568,30,1110,1457,0
55569,5,1043,1522,0
55570,5,967,1072,0
55573,5,967,585,0
55578,29,787,1444,0
55580,26,365,1261,0
55581,26,754,1473,0
55585,30,911,437,0
55586,8,74,1408,0
55589,8,52,944,0
55593,29,418,556,0
55595,8,271,1521,0
55596,8,71,1540,0
55598,29,696,495,0
55602,8,537,1378,0
55604,8,50,226,0
55606,8,981,125,0
55610,29,1035,525,0
55611,5,455,686,0
55612,5,967,735,0
55613,8,916,1398,0
55615,26,250,1261,0
55620,26,936,595,0
55624,8,622,742,0
55625,26,329,303,0
55628,26,492,1534,0
55633,8,63,1446,0
55634,8,544,1231,0
55635,8,48,545,0
55636,7,17,337,0
55637,8,52,1473,0
55638,8,700,557,0
55641,7,1102,219,0
55652,8,1085,1265,0
55653,2,744,1241,0
55656,26,905,1543,0
55659,3,384,998,0
55661,8,1084,760,0
55663,30,5,840,0
55664,8,75,185,0
55668,7,1102,289,0
55669,30,733,565,0
55678,29,443,1467,0
55681,8,47,244,0
55684,8,256,294,0
55685,3,823,464,0
55687,8,64,678,0
55689,8,661,1126,0
55691,8,989,506,0
55692,8,278,347,0
55696,8,598,115,0
55699,26,335,823,0
55700,28,977,72,0
55701,8,53,1428,0
55703,29,873,875,0
55708,8,700,138,0
55710,26,334,358,0
55716,8,882,474,0
55717,8,248,1067,0
55723,7,687,1194,0
55729,8,711,324,0
55730,30,668,833,0
55732,30,866,1576,0
55733,8,581,193,0
55735,8,511,1216,0
55739,8,1081,432,0
55746,26,739,387,0
55752,30,276,1258,0
55756,29,696,81,0
55759,26,519,245,0
55760,30,909,321,0
55761,26,1106,1528,0
55764,29,1081,637,0
55765,8,907,441,0
55766,8,1084,1320,0
55767,8,1059,982,0
55769,8,72,271,0
55770,28,650,231,0
55773,7,1050,957,0
55775,8,509,509,0
55777,30,351,1401,0
55778,5,279,1263,0
55779,8,66,767,0
55780,30,468,1383,0
55781,30,360,1337,0
55784,8,73,421,0
55789,29,458,7,0
55790,29,787,1198,1
55792,8,757,652,0
55793,8,585,1540,0
55795,29,985,962,0
55796,8,885,1536,0
55799,26,478,639,0
55801,30,531,1320,0
55802,8,62,1546,0
55805,8,722,1469,0
55818,30,1074,596,0
55822,8,1085,1289,0
55824,26,305,599,0
55826,7,691,28,0
55829,29,445,1432,0
55836,30,1004,711,0
55839,26,356,283,0
55840,26,936,823,0
55842,5,455,1491,0
55843,8,604,550,0
55845,30,997,592,0
55847,30,1068,597,0
55848,30,256,633,0
55853,8,882,795,0
55856,30,371,733,0
55867,8,276,223,0
55872,26,647,787,0
55873,8,13,1538,0
55880,29,416,1216,0
55886,8,738,1376,0
55888,29,715,876,0
55891,29,868,943,0
55892,29,715,484,0
55893,8,610,88,0
55894,8,705,1159,0
55896,26,502,910,0
55897,8,709,1004,0
55903,30,595,683,0
55905,8,725,92,0
55906,29,985,368,0
55907,8,247,1372,0
55909,3,864,725,0
55918,30,294,1347,0
55924,26,797,1521,0
55934,8,1049,521,0
55939,8,69,865,0
55940,8,604,1471,0
55942,8,56,30,0
55943,30,918,857,0
55946,8,278,473,0
55949,30,911,317,0
55951,29,787,923,0
55952,8,537,933,0
55957,26,1013,1575,0
55959,26,246,1255,0
55968,8,550,792,0
55970,30,773,1457,0
55973,8,81,1161,0
55975,29,985,943,0
55976,29,418,855,0
55979,8,865,919,0
55981,8,550,1447,0
55983,26,344,317,0
55985,8,741,1062,0
55987,8,759,781,0
55992,8,738,1005,0
55994,8,481,1255,0
56001,8,979,1498,0
56004,26,250,171,0
56006,30,449,876,0
56009,5,455,1516,0
56013,8,604,500,0
56014,29,1081,1212,0
56017,8,57,141,0
56018,29,1040,490,0
56026,8,437,917,0
56029,8,919,800,0
56031,29,458,943,0
56032,8,1058,1100,0
56038,8,1086,119,0
56040,29,613,1229,0
56045,5,431,959,0
56049,5,663,1073,0
56051,8,884,202,0
56054,26,620,321,0
56057,26,1020,626,0
56061,30,678,23,0
56062,5,967,1311,0
56063,8,465,1345,0
56065,30,331,435,0
56066,8,1085,120,0
56070,26,369,158,0
56073,30,625,1542,0
56075,30,849,1191,0
56080,26,620,717,0
56081,30,256,427,0
56082,8,62,150,0
56084,8,97,785,0
56089,29,1046,207,0
56093,8,741,582,0
56102,30,1101,189,0
56103,8,907,1146,0
56106,8,624,1186,0
56110,26,302,583,0
56111,30,747,732,0
56112,8,296,653,0
56124,30,414,183,0
56130,8,80,1376,0
56132,8,383,772,0
56133,7,17,21,0
56139,26,288,1543,0
56145,28,674,583,0
56147,8,465,1360,0
56148,29,785,1110,0
56149,3,403,1192,0
56157,8,583,131,0
56159,8,723,1029,0
56160,5,1105,923,0
56161,8,432,1340,0
56162,26,350,1464,0
56163,26,369,358,0
56164,30,1067,1379,0
56165,8,47,914,0
56167,29,1046,1309,0
56169,26,775,590,0
56171,30,425,781,0
56176,26,694,1071,0
56177,8,627,575,0
56180,8,71,578,0
56181,8,46,1404,0
56188,8,922,40,0
56190,8,75,1,0
56192,8,846,510,0
56201,8,73,386,0
56202,8,865,123,0
56203,26,471,419,0
56205,8,103,611,0
56206,8,755,213,0
56207,8,741,462,0
56208,26,963,1320,0
56209,8,52,484,0
56215,30,529,203,0
56218,5,1043,1506,0
56225,8,1017,1321,0
56226,2,460,1497,0
56228,8,1059,437,0
56235,8,567,153,0
56238,8,67,692,0
56245,26,519,11,0
56246,8,71,73,0
56248,26,357,510,1
56251,8,1048,543,0
56252,29,1040,495,0
56254,30,303,387,0
56255,8,585,868,0
56258,2,559,196,0
56260,26,998,642,0
56265,26,764,709,0
56276,8,622,1211,0
56281,8,103,1396,0
56283,29,597,1115,1
56287,8,494,1520,0
56290,8,559,318,0
56292,8,723,703,0
56293,30,324,207,0
56295,30,529,388,0
56297,8,579,542,0
56300,2,583,1241,0
56301,29,943,634,0
56307,30,638,151,0
56310,27,728,1430,0
56313,8,559,704,0
56314,8,738,1565,0
56317,29,785,1036,0
56318,28,315,72,0
56321,30,421,1259,0
56323,26,519,799,0
56324,8,755,56,0
56328,8,269,367,0
56336,30,439,588,0
56343,30,547,595,0
56347,8,772,363,0
56350,8,1017,37,0
56353,5,934,1192,0
56356,8,513,1567,0
56361,30,479,513,0
56362,29,416,117,0
56363,8,58,145,0
56366,30,974,1408,0
56370,29,619,634,0
56371,29,787,677,0
56375,8,276,886,0
56377,30,974,1081,0
56383,3,584,1025,0
56386,29,975,57,0
56388,29,416,474,0
56390,29,458,1229,0
56398,8,59,695,0
56400,8,610,1392,0
56412,8,654,1193,0
56413,8,296,755,0
56416,5,689,793,0
56420,8,585,679,0
56421,8,80,1404,0
56422,8,54,1358,0
56424,8,98,87,0
56425,8,1058,764,0
56428,8,759,1373,0
56429,8,101,653,0
56433,30,686,153,0
56434,8,75,363,0
56436,7,1050,385,0
56437,8,62,1044,0
56439,30,297,88,0
56441,30,468,151,0
56443,29,982,460,0
56444,8,52,954,0
56448,29,1040,1296,0
56449,26,307,1010,0
56454,30,615,1375,0
56455,8,12,506,0
56462,8,889,643,0
56463,8,738,508,0
56475,8,46,1178,0
56476,29,416,656,0
56477,26,1030,919,0
56481,8,747,480,0
56484,30,345,1355,0
56486,8,1048,561,0
56493,30,1051,23,0
56494,8,810,1005,0
56496,8,1045,968,0
56497,5,279,1046,0
56498,8,95,1578,0
56504,8,1017,430,0
56506,26,356,1299,0
56507,8,52,1565,0
56509,8,278,1467,0
56510,8,494,421,0
56515,5,431,1378,0
56517,8,1073,430,0
56518,29,597,479,0
56521,8,64,1146,0
56523,29,597,637,0
56524,26,374,596,0
56526,30,742,927,0
56528,8,645,294,0
56530,8,501,557,0
56534,8,705,1529,0
56539,30,1101,433,0
56547,29,448,792,0
56550,8,56,1519,0
56552,30,1104,1106,0
56553,8,920,1413,0
56557,30,314,189,0
56558,8,77,1582,0
56559,8,808,1268,0
56561,5,689,1120,0
56569,30,421,437,0
56573,30,659,781,0
56575,26,1009,895,0
56580,28,743,1337,0
56581,8,430,1266,0
56585,8,8,108,0
56597,8,54,684,0
56606,8,93,1284,0
56608,8,247,554,0
56609,8,99,384,0
56611,8,916,1338,0
56620,8,1063,1039,0
56626,29,868,338,0
56627,30,318,667,0
56628,8,707,1514,0
56629,26,658,576,0
56630,8,7,695,0
56631,8,1058,1507,0
56633,8,90,1155,0
56635,30,336,412,0
56645,8,654,1170,0
56646,29,787,1276,0
56647,8,674,450,0
56648,30,865,1290,0
56654,8,942,450,0
56656,30,1024,340,0
56657,7,1050,618,0
56658,8,915,810,0
56660,7,1050,561,0
56665,29,696,247,0
56677,30,427,451,0
56683,8,98,878,0
56684,26,536,1070,1
56686,8,98,378,0
56689,26,1087,615,0
56693,8,52,837,0
56696,2,1047,843,0
56702,26,335,607,0
56707,26,739,417,0
56710,30,336,969,0
56717,8,615,1060,0
56718,7,17,1470,0
56719,8,83,802,0
56721,30,314,1324,0
56726,8,513,300,0
56729,7,687,1192,0
56734,29,416,338,0
56735,2,347,1497,0
56740,29,1040,262,0
56744,26,466,754,0
56745,28,1046,1025,0
56752,8,885,749,0
56753,30,708,1555,0
56756,8,1084,204,0
56760,30,332,21,0
56764,5,955,1490,0
56770,30,858,433,0
56773,30,708,1384,0
56779,8,755,983,0
56781,3,839,1534,0
56783,8,13,1008,0
56785,30,821,957,0
56786,30,474,1457,0
56788,26,564,425,0
56789,26,1039,196,0
56790,7,392,711,0
56792,8,1033,350,0
56801,30,576,592,0
56802,26,851,1423,0
56803,8,257,652,0
56813,8,989,1356,0
56814,8,77,515,0
56815,27,1098,1074,0
56816,8,91,911,0
56819,8,579,473,0
56820,8,808,281,0
56823,7,392,793,0
56824,8,73,377,0
56828,29,1035,501,0
56830,7,641,337,0
56833,8,1015,1013,0
56836,28,1061,72,0
56847,5,431,569,0
56848,26,451,375,0
56859,26,905,1472,0
56861,26,2,876,0
56864,30,373,745,0
56869,29,619,656,0
56877,26,301,975,0
56881,29,416,57,0
56884,30,346,840,0
56885,30,665,1207,0
56890,8,1058,72,0
56891,8,885,939,0
56893,26,375,1436,0
56896,30,1036,919,0
56897,7,392,722,0
56899,8,47,1523,0
56908,8,85,1112,0
56911,8,50,1485,0
56913,8,97,433,0
56915,29,1035,19,0
56919,30,920,1441,0
56920,26,912,1104,0
56921,8,744,131,0
56924,8,296,1549,0
56925,8,1085,520,0
56926,30,358,164,0
56928,8,807,212,0
56931,8,583,369,0
56938,8,622,1540,0
56940,8,78,765,0
56942,8,59,382,0
56948,8,276,1411,0
56956,8,1059,843,0
56958,30,431,566,0
56960,7,641,495,0
56967,7,641,209,0
56969,8,95,720,0
56970,26,298,1070,0
56971,8,622,1514,0
56981,29,982,1110,0
56984,8,509,45,0
56995,8,98,184,0
57000,26,565,88,0
57007,8,447,90,0
57010,8,1045,1514,0
57011,8,86,139,0
57012,5,455,378,0
57013,8,63,1210,0
57014,30,303,1430,0
57016,7,687,1269,0
57017,8,733,1546,0
57025,8,430,68,0
57026,8,738,411,0
57033,8,682,551,0
57034,26,335,1132,0
57036,26,521,910,0
57037,8,741,1435,0
57041,26,344,1215,0
57043,29,674,1212,0
57044,8,78,1558,0
57047,5,663,1167,0
57050,8,1084,900,0
57051,30,626,393,0
57053,26,410,233,0
57060,8,727,1344,0
57065,8,846,963,0
57067,8,807,1469,0
57068,8,979,770,0
57069,8,509,437,0
57073,8,762,549,0
57074,8,54,976,0
57077,30,1003,1159,0
57079,8,1086,275,0
57081,30,341,19,0
57083,29,1081,1444,0
57088,8,810,1129,0
57089,8,942,288,0
57092,26,349,964,0
57096,8,95,951,0
57097,8,1033,1159,0
57098,8,817,466,0
57100,5,455,626,0
57101,26,464,969,0
57102,8,283,326,0
57103,8,12,664,0
57106,8,624,978,0
57108,8,85,212,0
57109,30,310,1026,1
57111,8,793,10,0
57112,30,939,1564,0
57113,7,687,1464,0
57114,26,298,804,0
57118,2,460,435,0
57121,8,447,1233,0
57123,27,1096,310,0
57125,8,53,1578,0
57132,26,302,611,0
57135,30,997,72,0
57137,8,804,577,0
57140,8,48,1117,0
57142,8,90,1494,0
57147,30,918,1469,0
57149,8,879,357,0
57151,5,663,1121,0
57156,8,645,136,0
57159,8,509,99,0
57160,8,907,918,0
57162,8,99,1365,0
57163,8,447,707,0
57164,8,494,674,0
57167,29,1081,1467,0
57169,8,6,176,0
57170,8,865,380,0
57172,8,916,1349,0
57175,26,367,1555,0
57177,30,308,653,0
57180,8,658,50,0
57181,8,983,1315,0
57184,29,619,1036,0
57185,2,1107,979,0
57187,29,985,656,0
57188,8,920,892,0
57189,26,374,993,0
57190,3,584,590,0
57195,8,103,552,0
57196,26,329,766,0
57203,2,703,293,0
57212,26,1031,300,0
57220,30,529,814,1
57224,30,318,1309,0
57226,5,955,1263,0
57237,29,696,57,0
57238,5,1105,1334,0
57240,30,646,1256,0
57241,8,430,79,0
57245,8,276,823,0
57250,30,678,451,0
57254,8,656,919,0
57255,8,53,143,0
57256,26,357,975,0
57267,30,747,639,0
57268,29,982,1198,1
57269,8,879,1427,0
57271,8,755,550,0
57275,8,501,1311,0
57277,30,528,362,0
57278,8,725,141,0
57281,8,9,179,0
57282,29,243,865,0
57287,8,661,7,1
57289,8,71,666,0
57291,8,1070,854,0
57292,6,677,1364,0
57294,8,585,944,0
57295,7,687,1056,0
57296,30,921,313,0
57302,30,438,19,0
57305,26,377,876,0
57307,7,986,473,0
57311,26,529,989,0
57312,26,316,204,0
57313,28,1046,1140,0
57315,30,423,1384,0
57321,26,936,368,0
57322,8,616,832,0
57326,30,994,263,0
57332,8,744,1341,0
57333,30,449,1401,0
57337,8,97,149,0
57338,5,967,1522,0
57342,8,705,1201,0
57343,29,445,1276,0
57344,8,942,309,0
57346,30,704,797,0
57349,8,793,519,0
57352,8,879,317,0
57363,8,919,119,0
57365,30,314,833,0
57367,8,433,480,0
57370,3,384,1457,1
57371,26,859,1323,0
57373,8,672,607,0
57374,26,1019,11,0
57381,30,1103,974,0
57383,29,443,338,0
57387,8,579,1528,0
57391,8,759,577,0
57396,8,705,204,0
57397,29,445,1444,0
57405,27,402,1469,0
57408,8,738,1284,0
57416,8,883,520,0
57417,8,1002,1347,0
57419,8,8,900,0
57424,8,77,687,0
57427,5,1105,73,0
57428,8,804,106,0
57430,8,276,1178,0
57431,8,1084,85,0
57432,8,658,1104,0
57433,7,986,917,0
57435,8,511,453,0
57436,8,257,574,0
57439,7,691,1494,0
57442,28,649,401,0
57443,8,808,1580,0
57446,8,288,498,0
57448,29,943,786,0
57450,8,645,806,0
57451,30,354,117,0
57452,30,522,1351,0
57453,30,486,1408,0
57454,30,308,857,0
57455,5,955,375,0
57458,6,677,596,0
57461,8,725,1109,0
57462,8,700,826,0
57465,30,345,38,0
57474,8,93,355,0
57476,8,705,700,0
57477,29,750,7,0
57480,8,48,792,0
57484,8,610,951,0
57488,28,674,1140,0
57491,8,884,506,0
57498,8,69,1405,0
57503,8,7,1245,0
57506,30,1076,1010,0
57508,5,934,234,0
57509,8,470,614,0
57510,29,443,1045,0
57516,8,47,648,0
57517,8,624,1579,0
57520,29,445,1329,0
57522,8,915,1087,0
57530,26,942,444,0
57532,8,1033,136,0
57538,7,1102,1252,0
57539,8,278,1185,0
57540,26,502,1132,0
57541,8,98,823,0
57542,5,893,1170,0
57545,8,64,60,0
57546,30,381,1029,0
57549,30,297,834,0
57550,29,1040,23,0
57552,30,576,1357,0
57556,8,725,1056,0
57557,26,666,163,0
57558,29,674,1195,0
57559,30,672,590,0
57563,8,437,1292,0
57565,30,277,99,0
57569,30,919,321,0
57570,8,278,144,0
57575,8,622,645,0
57579,8,705,666,0
57580,30,626,1087,0
57581,2,1023,1071,0
57583,30,666,1415,0
57584,8,48,529,0
57587,7,1102,1573,0
57590,30,409,263,0
57592,8,55,1232,0
57599,30,362,1357,0
57611,29,873,1165,0
57612,8,68,225,0
57615,8,8,824,0
57633,8,661,549,0
57634,26,475,457,0
57637,1,562,401,0
57638,8,817,108,0
57641,30,318,550,0
57643,5,955,414,0
57648,8,424,1046,0
57652,8,71,171,0
57653,26,335,1203,0
57656,8,658,1544,0
57657,8,90,688,0
57662,8,60,756,0
57665,30,786,11,0
57669,8,269,754,0
57670,8,8,528,0
57671,8,970,63,0
57672,8,907,952,0
57673,8,437,288,0
57674,8,95,691,0
57676,26,931,283,0
57677,8,501,1537,0
57679,8,622,1193,0
57683,29,985,525,0
57685,8,846,446,0
57696,30,421,1564,0
57698,26,854,151,0
57702,26,288,86,0
57703,8,645,40,0
57708,5,967,1366,0
57712,8,983,1197,0
57713,8,805,781,0
57714,26,1000,98,0
57715,26,979,876,0
57716,2,897,1191,0
57718,8,283,409,0
57720,8,7,1119,0
57726,7,687,185,0
57727,26,1024,1291,0
57730,7,986,1446,0
57734,8,558,384,0
57735,8,915,457,0
57736,8,99,806,0
57739,8,727,155,0
57750,26,298,1333,0
57752,8,96,316,0
57753,8,889,1349,0
57755,8,271,461,0
57759,8,907,1458,0
57763,8,48,289,0
57764,8,807,740,0
57767,2,460,1012,0
57768,26,769,725,0
57769,8,102,1405,0
57774,8,885,711,0
57775,29,674,1252,0
57778,8,102,1178,0
57779,30,961,1191,0
57780,7,691,53,0
57781,8,90,1072,0
57792,8,424,741,0
57793,30,1015,436,0
57796,30,563,615,0
57797,8,283,1180,0
57802,8,65,775,0
57805,8,981,1007,0
57806,8,744,487,0
57807,26,754,283,0
57808,7,17,609,0
57809,29,873,1485,0
57810,26,357,706,0
57812,8,9,1172,0
57813,8,293,724,0
57814,8,807,573,0
57816,8,537,598,0
57818,8,610,905,0
57819,30,798,162,0
57824,8,91,40,0
57825,29,896,1140,0
57826,3,400,590,0
57829,27,716,1463,0
57831,29,448,1041,0
57834,29,613,117,0
57838,8,942,1233,0
57841,8,928,737,0
57845,8,55,332,0
57848,8,70,115,0
57850,8,65,1581,0
57853,6,677,60,0
57856,30,486,313,0
57857,8,293,852,0
57859,8,430,243,0
57860,8,92,1025,0
57863,8,567,37,0
57866,8,812,918,0
57876,8,52,177,0
57878,8,942,1444,0
57879,30,439,1258,0
57890,8,805,1555,0
57891,26,369,1522,0
57892,26,435,1224,0
57893,8,10,666,0
57895,30,320,311,0
57897,26,875,245,0
57901,8,76,435,0
57904,7,986,385,0
57906,8,51,654,0
57910,29,975,152,0
57915,8,883,1218,0
57923,5,455,1358,0
57924,30,351,262,0
57930,8,78,866,0
57931,30,479,262,0
57934,8,579,1403,0
57936,8,1073,1403,0
57945,8,1058,959,0
57946,26,748,204,0
57947,29,538,1252,0
57950,30,980,846,0
57951,8,741,1496,0
57954,8,755,722,0
57956,8,98,234,0
57957,26,2,1384,0
57958,8,424,1297,0
57969,8,970,257,0
57977,8,59,413,0
57979,8,744,266,0
57980,29,619,1007,0
57982,8,46,1480,0
57988,26,471,1555,0
57990,8,68,1383,0
57991,26,942,1333,1
57992,8,99,159,0
57994,29,448,338,0
57996,5,1105,676,0
57998,8,761,31,0
58003,5,455,557,0
58004,8,13,246,0
58011,8,585,758,0
58014,8,11,411,0
58023,8,806,156,0
58024,8,68,1136,0
58025,30,531,576,0
58026,30,500,935,0
58028,29,868,1106,0
58036,8,7,501,0
58038,8,65,763,0
58039,26,352,849,0
58043,8,884,366,1
58050,8,567,1408,0
58054,26,301,265,0
58056,30,486,578,0
58057,8,470,361,0
58059,5,1105,566,0
58062,26,288,1107,0
58063,3,832,1192,0
58070,28,525,1387,0
58071,29,538,875,0
58075,8,754,1044,0
58077,8,87,740,0
58078,8,757,643,0
58084,30,288,874,0
58085,29,619,637,0
58086,8,12,19,0
58088,8,846,784,0
58090,8,674,1457,0
58092,29,896,863,0
58094,29,873,1099,0
58099,8,6,1144,0
58100,8,694,850,0
58101,8,804,1450,0
58102,8,979,643,0
58104,29,448,23,0
58109,26,908,58,0
58110,30,311,1378,0
58114,8,793,992,0
58117,30,1003,922,0
58118,7,1050,609,0
58119,7,1102,1146,0
58120,8,674,1528,0
58123,8,87,1047,0
58125,26,1053,1267,0
58126,8,922,1343,0
58127,26,334,196,0
58128,8,248,181,0
58129,8,55,553,0
58130,30,872,1430,0
58137,8,1017,1474,0
58139,8,964,683,0
58142,7,17,418,0
58144,8,711,1271,0
58145,8,772,1505,0
58150,8,102,120,0
58152,3,822,1140,0
58154,8,73,461,0
58155,29,597,484,0
58156,8,52,514,0
58161,8,711,621,0
58162,26,1106,1401,0
58163,8,772,1145,0
58165,8,727,133,0
58167,29,868,19,0
58169,8,89,408,0
58171,26,870,425,0
58172,8,50,570,0
58175,8,288,1252,0
58180,8,76,25,0
58182,29,448,786,0
58183,7,641,1537,0
58184,26,262,1170,0
58188,30,358,891,0
58192,8,62,1321,0
58195,5,455,569,0
58199,7,17,700,0
58200,8,100,1392,0
58206,7,691,669,0
58207,30,997,362,0
58208,26,466,1513,0
58220,8,761,43,0
58225,8,57,843,0
58226,8,66,1008,0
58231,8,93,242,0
58238,8,624,1374,0
58239,3,828,432,0
58240,8,73,246,0
58249,26,446,303,0
58251,8,97,1374,0
58254,8,792,623,0
58255,29,715,181,0
58256,8,645,1135,0
58258,5,967,1393,0
58265,8,762,10,0
58271,26,365,1012,0
58278,26,329,493,0
58282,30,325,1384,0
58284,26,859,196,0
58285,8,694,692,0
58286,7,986,369,0
58287,8,624,1209,0
58289,29,785,1140,0
58295,8,709,345,0
58296,26,313,732,0
58302,29,674,102,0
58304,7,641,21,0
58305,8,1015,413,0
58308,29,896,795,0
58310,8,248,113,0
58313,8,13,1153,0
58316,8,71,509,0
58320,5,279,1332,0
58322,3,823,1025,0
58326,8,737,13,0
58328,8,269,206,0
58329,30,431,745,0
58330,7,1050,927,0
58335,8,532,875,0
58340,30,921,531,0
58341,26,611,1239,0
58342,30,409,430,0
58343,30,924,733,0
58344,30,948,1258,0
58346,8,807,658,0
58348,26,2,72,0
58353,8,48,614,0
58354,26,339,1347,0
58356,8,744,725,0
58361,8,1063,218,0
58363,8,682,1016,0
58365,2,981,1241,0
58366,7,392,992,0
58367,26,1082,576,0
58371,30,911,1046,0
58375,5,663,585,0
58376,30,773,290,0
58379,3,584,725,0
58386,30,911,99,0
58388,30,370,607,0
58389,8,66,179,0
58393,8,432,381,0
58394,29,619,1055,0
58397,29,619,338,0
58400,26,305,975,0
58402,30,554,1554,0
58406,8,58,32,0
58407,8,447,653,0
58415,8,511,287,0
58417,8,12,1376,0
58418,26,1053,891,0
58422,8,694,1182,0
58423,8,1059,86,0
58425,8,85,1444,0
58428,8,433,1039,0
58429,27,1091,787,0
58431,5,689,958,0
58432,8,51,1051,0
58433,30,704,88,0
58434,30,341,1017,0
58436,8,1058,909,0
58439,26,306,795,0
58442,8,47,386,0
58447,8,915,1381,0
58449,8,46,554,0
58450,8,567,188,0
58451,8,93,1231,0
58455,8,48,794,0
58457,26,859,804,0
58462,8,424,876,0
58463,3,401,1534,0
58469,8,6,1514,0
58478,8,812,1433,0
58479,8,792,762,0
58481,30,994,275,0
58487,29,750,19,0
58500,26,754,1298,0
58504,26,998,233,0
58505,26,1090,460,0
58509,8,257,855,0
58511,5,689,1231,0
58527,30,706,1146,0
58528,8,616,1161,0
58530,8,806,402,0
58532,8,707,12,0
58534,3,401,590,0
58539,26,1072,1568,0
58544,8,79,944,0
58547,26,299,189,0
58552,8,658,1246,0
58555,26,299,1549,0
58558,8,432,1172,0
58560,8,292,1144,0
58562,2,897,635,0
58564,26,528,1508,0
58565,30,672,1236,0
58566,3,830,67,0
58569,8,71,1208,0
58570,7,687,1536,0
58572,26,338,1310,0
58577,8,817,389,0
58586,8,84,1092,0
58593,8,257,848,0
58594,30,997,823,0
58596,29,696,943,0
58597,30,626,814,0
58599,29,1035,479,0
58603,26,745,283,0
58605,8,808,456,0
58607,26,1106,425,0
58608,8,804,571,0
58610,8,55,711,0
58615,26,854,787,0
58616,29,868,181,0
58620,30,668,1014,0
58622,30,814,121,0
58623,8,682,670,0
58624,26,502,1565,0
58634,8,74,45,0
58643,26,1024,1469,0
58647,8,432,838,0
58649,26,307,365,0
58650,30,412,437,0
58651,8,79,886,0
58659,8,481,891,0
58660,30,291,1290,0
58667,26,344,927,0
58670,8,271,95,0
58671,30,412,1309,0
58680,8,1070,704,0
58681,8,87,915,0
58685,26,947,384,0
58690,26,478,1029,0
58695,8,82,1560,0
58696,8,709,631,0
58697,30,276,1462,0
58698,29,975,262,0
58699,8,494,85,0
58701,29,445,943,0
58702,8,72,1313,0
58704,8,744,719,0
58705,26,852,758,0
58712,8,983,366,0
58714,8,804,339,0
58715,8,906,390,0
58717,3,722,1457,0
58729,26,407,1140,0
58732,26,471,1287,0
58734,26,262,444,0
58737,8,810,435,0
58738,5,279,1092,0
58741,8,554,1033,0
58743,7,691,602,0
58745,8,50,3,0
58746,8,1073,487,0
58747,30,961,648,0
58753,8,80,556,0
58755,8,72,50,0
58758,2,1023,435,0
58761,29,985,1036,0
58767,29,868,876,0
58773,8,579,549,0
58778,8,674,658,0
58780,8,8,1352,0
58781,8,812,350,0
58782,26,1080,1415,0
58783,26,298,361,0
58784,8,47,1573,0
58790,29,619,207,0
58796,29,418,102,0
58797,30,249,683,0
58805,30,282,1238,0
58809,2,642,21,0
58811,30,332,814,0
58813,8,722,1331,0
58815,8,271,758,0
58817,7,986,299,0
58823,8,1045,1185,0
58825,8,672,128,0
58826,1,676,63,0
58828,30,423,19,0
58839,5,1043,923,0
58840,8,1086,542,0
58842,28,1061,1387,0
58845,29,243,556,0
58847,30,414,565,0
58849,3,385,1140,0
58851,8,694,573,0
58853,27,1097,1192,0
58860,8,755,791,0
58861,8,942,444,0
58868,30,333,596,0
58870,2,703,833,0
58871,29,750,57,0
58874,29,985,1324,0
58882,8,879,1565,0
58884,8,64,1397,0
58886,8,47,1357,0
58887,8,74,1411,0
58888,30,784,1357,0
58889,26,356,1061,0
58890,8,661,1202,0
58897,29,896,1432,0
58898,5,431,1366,0
58901,30,616,1467,0
58902,30,307,1087,0
58904,8,99,1142,0
58907,29,416,1212,0
58908,7,1102,1070,0
58912,7,17,63,0
58913,8,53,27,0
58916,8,76,1123,0
58919,8,60,1493,0
58921,8,99,1119,0
58922,8,513,453,0
58923,30,668,426,0
58928,8,8,684,0
58930,8,276,941,0
58933,8,292,508,0
58934,8,74,67,0
58935,8,56,1396,0
58936,30,438,946,0
58941,29,621,117,0
58942,26,775,393,0
58952,26,824,1436,0
58956,8,964,265,0
58962,8,285,493,0
58966,26,545,1469,0
58967,8,100,837,0
58968,5,1043,688,0
58970,30,346,797,0
58972,8,567,1549,1
58981,8,532,381,0
58990,8,1110,243,0
58993,26,735,402,0
59006,8,661,616,0
59011,8,60,1169,0
59012,30,625,451,0
59013,26,735,632,0
59016,7,1102,1494,0
59017,8,383,309,0
59019,8,615,613,0
59020,3,400,67,0
59022,7,687,446,0
59028,30,346,1497,0
59031,26,429,1401,0
59032,8,727,454,0
59033,29,750,656,0
59034,8,1018,1006,0
59035,30,1067,637,0
59036,8,509,1444,0
59041,5,1105,1470,0
59045,8,754,357,0
59050,2,347,196,0
59051,8,501,1400,0
59054,8,1000,17,0
59061,8,942,1058,0
59062,7,1050,637,0
59063,8,11,264,0
59068,8,55,392,0
59070,7,691,180,0
59071,30,974,283,1
59073,8,56,923,0
59076,8,537,50,0
59081,8,654,186,0
